1	41	205
1	68	111
1	38	47
1	87	17
1	33	4
1	75	1
2	43	1261
2	41	401
2	13	253
2	46	241
3	33	331
4	41	466
4	43	244
4	13	104
5	13	229
6	92	69
6	100	3
7	100	8
8	100	8
9	66	35
10	100	136
10	38	131
10	75	1
11	100	128
11	46	39
11	13	39
11	45	12
11	80	7
11	61	1
12	44	2309
12	13	307
12	38	67
12	81	29
13	7	128
14	13	74
14	67	8
15	41	695
15	43	74
15	13	74
16	48	141
16	81	113
16	5	2
17	12	14
17	8	12
18	74	28
18	46	13
18	13	13
18	35	1
19	8	655
19	24	304
19	41	79
19	81	46
19	68	1
20	8	12
21	48	220
21	81	133
21	27	6
22	90	178
22	41	19
22	48	8
23	41	113
23	81	14
23	89	10
23	66	2
24	41	833
24	81	146
24	43	136
25	42	85
25	68	23
25	49	3
25	41	1
25	16	1
26	24	889
26	83	1
27	24	743
28	48	14
28	81	13
28	30	5
28	82	4
29	68	44
29	81	17
29	41	15
29	42	7
30	81	10
30	41	9
30	52	8
31	81	112
31	41	74
31	13	64
31	48	43
31	27	13
31	43	7
31	89	5
31	5	1
32	41	655
32	81	55
32	16	20
33	41	717
33	81	64
34	41	225
34	68	148
34	38	4
35	58	64
35	70	37
35	41	11
36	41	681
36	43	133
36	68	127
37	41	663
37	68	404
37	25	2
38	41	769
38	68	240
39	69	81
39	76	80
39	68	23
39	41	23
39	50	1
40	26	164
40	41	151
40	60	67
40	69	17
40	10	1
41	11	270
41	81	48
42	41	1039
42	43	579
43	41	1176
43	43	135
44	41	1087
45	90	165
45	41	20
46	3	73
47	3	83
48	41	452
48	3	35
48	45	12
49	3	235
49	41	42
49	36	3
49	61	1
50	42	9
50	49	3
51	62	15
52	62	3
53	62	15
54	62	9
55	62	24
56	62	6
57	62	6
58	62	3
59	81	3
59	97	1
59	46	1
60	62	15
61	62	7
62	62	7
63	62	29
64	62	9
65	62	12
66	62	6
67	62	12
68	62	3
69	62	25
70	62	18
70	57	12
71	62	7
72	62	14
73	62	6
74	62	6
75	62	6
76	62	6
77	62	6
78	62	37
79	62	27
80	62	21
81	62	57
82	97	122
82	62	44
82	25	36
82	81	19
82	23	3
82	18	2
82	26	1
83	62	37
84	62	22
84	73	3
85	62	32
85	22	1
86	62	25
87	62	33
88	62	29
89	62	35
90	62	21
91	62	25
92	62	25
93	62	29
94	62	21
