5	1873.44660747307995409889
10	1389.44131732627460519318
15	1108.60145976010187808447
20	991.28301468669068418377
25	898.95249705196792329285
30	885.62771054207449915363
35	813.77921109934602076892
40	780.50562524306740350024
45	769.12640401487573119248
50	776.63728106719220020039
55	780.64459391675576976741
60	750.02302864094382668837
65	727.41662116850587978506
70	732.92946929804058307179
75	735.56818078450796058307
80	729.94992116280351239639
85	759.43078504931855405728
90	727.67950923920698689274
95	709.02088893110643816658
100	745.23766761513910976985
