1	7	298
1	41	55
1	23	32
2	86	1635
2	66	512
2	13	9
3	56	324
4	86	712
4	66	100
4	65	2
5	66	229
6	73	72
7	73	8
8	73	8
9	4	35
10	4	129
10	41	118
10	83	17
10	57	4
11	98	118
11	66	84
11	41	14
11	68	9
11	52	1
12	38	2389
12	66	254
12	41	55
12	4	12
12	84	1
12	35	1
13	57	128
14	66	44
14	13	38
15	86	601
15	7	174
15	66	68
16	82	154
16	75	102
17	74	16
17	52	10
18	28	33
18	66	22
19	52	687
19	14	259
19	7	87
19	75	41
19	80	1
20	52	12
21	82	230
21	75	129
22	90	114
22	87	49
22	7	33
22	81	12
22	45	1
23	100	72
23	86	64
23	41	3
24	86	977
24	75	138
25	90	93
25	7	19
25	65	1
26	14	890
27	14	743
28	81	32
28	54	4
29	100	20
29	75	7
30	75	118
30	82	61
30	66	59
30	86	45
30	7	36
31	86	656
31	75	54
31	43	20
32	86	719
32	75	62
33	7	377
34	8	99
34	7	11
34	2	2
35	86	505
35	7	436
36	7	1064
36	13	3
36	58	2
37	7	895
38	78	94
38	58	61
38	7	28
38	2	25
39	7	177
39	78	118
39	10	105
40	20	144
40	84	105
40	75	49
40	43	20
41	86	1618
42	86	1301
43	86	901
43	7	186
44	58	113
44	90	31
44	7	23
44	87	20
44	41	2
45	30	73
46	30	81
46	4	2
47	86	399
47	30	50
47	7	50
48	30	272
48	100	13
48	32	1
49	90	9
49	79	3
50	44	15
51	44	3
52	44	15
53	44	9
54	44	24
55	44	6
56	44	6
57	44	3
58	90	5
59	44	15
60	44	7
61	44	7
62	44	29
63	44	9
64	44	12
65	44	6
66	44	11
66	1	1
67	44	3
68	44	25
69	79	16
69	44	14
70	44	7
71	44	14
72	44	6
73	44	6
74	44	5
74	70	1
75	44	6
76	44	6
77	44	36
78	44	26
79	44	20
80	44	56
81	98	116
81	44	45
81	19	38
81	90	14
82	44	36
83	44	24
84	44	32
85	44	24
86	44	32
87	44	28
88	44	34
89	44	20
90	44	24
91	44	24
92	44	28
93	44	20
94	44	31
94	45	6
94	32	6
94	63	1
95	44	24
96	44	36
97	44	24
98	44	23
98	79	1
99	44	50
100	44	24
101	44	24
102	44	38
103	44	20
104	44	24
105	44	48
106	90	52
106	59	13
106	44	4
107	44	26
108	44	44
108	79	12
109	44	32
110	44	24
111	44	20
112	44	26
113	44	28
114	44	28
115	44	6
116	44	6
117	44	13
118	44	6
119	44	15
119	51	1
120	44	9
121	90	4
121	87	1
121	44	1
122	44	9
123	44	3
124	44	7
124	90	2
125	44	3
126	29	188
126	75	52
127	28	104
127	59	14
128	64	143
128	29	53
128	43	10
129	64	146
129	29	42
129	18	2
130	68	515
130	18	1
131	29	27
132	28	6
133	28	92
133	56	5
133	32	4
133	98	2
134	56	325
135	90	12
135	29	6
135	93	3
136	87	1617
136	75	264
137	29	523
138	28	295
138	75	43
138	64	1
139	29	1542
139	75	122
139	71	1
140	29	12
140	46	1
141	42	182
141	21	2
141	37	1
142	57	129
143	29	1192
143	13	316
143	75	20
144	28	51
144	5	1
145	28	139
146	28	7
147	29	803
147	15	1
148	74	13
148	59	5
148	12	1
149	49	21
149	75	8
149	58	6
149	80	4
150	49	31
150	70	7
150	77	3
151	90	9
151	42	4
151	51	2
152	95	17
152	75	11
152	55	9
153	59	26
153	49	10
154	49	33
154	59	25
154	24	2
155	58	3
155	49	3
156	3	7
156	12	6
156	49	4
156	83	2
157	49	45
158	49	22
158	59	7
159	49	9
159	27	9
159	28	7
159	94	1
159	40	1
159	12	1
160	27	51
160	78	45
161	80	30
161	75	14
161	57	1
161	49	1
162	3	9
163	49	9
164	95	5
164	38	1
165	6	21
165	90	5
166	59	7
166	43	7
166	49	6
166	35	1
166	12	1
167	22	55
168	86	58
168	97	33
169	66	19
169	61	16
170	61	101
170	66	25
170	9	20
170	84	15
170	31	7
171	61	637
171	66	7
172	61	953
172	66	99
172	41	63
173	61	23
173	66	17
174	97	11
174	63	4
174	44	2
175	84	69
176	13	93
176	43	37
176	59	1
177	66	109
178	46	22
179	43	10
180	66	7
181	41	26
181	4	24
181	73	8
182	97	22
182	66	1
183	66	7
184	41	19
185	70	9
185	66	9
185	2	6
185	59	4
185	25	4
185	63	2
185	44	1
186	73	9
186	13	1
187	66	10
188	3	13
189	41	9
190	3	108
191	4	9
191	3	4
192	66	9
192	77	5
192	3	5
193	4	8
193	41	7
194	66	10
195	66	7
196	43	119
196	97	18
197	74	51
197	37	22
198	33	10
198	43	1
199	66	55
199	85	13
200	66	139
201	43	14
201	3	3
202	66	87
203	41	44
203	23	2
204	23	5
205	36	24
205	66	8
206	6	11
206	33	1
207	23	16
208	6	5
209	23	5
209	97	3
209	66	3
210	46	159
211	56	324
212	83	462
212	11	27
212	41	12
212	62	2
212	29	1
213	92	9
213	41	9
213	18	8
213	37	1
214	57	128
215	92	2321
215	66	612
215	41	466
215	13	71
216	46	34
216	73	5
217	22	55
218	100	378
218	41	180
218	59	2
219	41	67
220	73	280
221	23	200
222	24	2179
222	75	350
222	66	338
222	13	33
223	41	60
224	100	2
224	2	1
225	4	928
226	100	1360
226	66	342
226	41	320
226	13	49
227	56	324
228	4	2212
229	66	163
229	73	7
230	4	362
230	41	73
231	41	24
231	20	7
232	73	30
232	41	21
233	87	1783
233	66	341
233	41	260
234	73	34
