1	5	77
1	29	21
2	37	75
2	5	13
3	5	90
4	33	447
4	5	3
5	21	72
5	18	1
6	29	22
6	30	9
6	19	6
7	18	415
7	13	1
8	37	65
8	18	9
9	30	50
9	14	25
9	29	17
9	15	15
10	30	28
10	29	25
10	27	1
10	11	1
11	7	917
12	37	59
12	3	1
13	34	174
14	10	444
14	29	1
15	12	63
16	37	77
17	15	7
17	14	2
17	28	1
18	12	37
18	19	11
19	15	26
19	19	6
20	19	238
21	2	400
21	32	79
21	37	59
21	12	6
21	35	1
22	15	28
22	19	9
23	12	14
23	13	11
24	19	127
25	30	8
25	18	1
25	14	1
26	30	569
26	3	72
27	30	12
28	30	10
29	30	121
29	10	5
29	19	4
29	3	1
30	26	747
30	17	1
31	37	26
32	18	716
32	37	23
32	36	1
33	37	74
34	27	379
34	6	19
35	35	28
35	39	2
36	35	403
36	37	56
37	22	153
38	11	186
38	34	2
39	12	198
40	39	33
41	6	2
42	13	46
43	24	30
43	34	1
43	6	1
44	4	335
45	24	15
46	24	6
46	29	1
47	29	15
48	17	15
49	17	112
49	3	39
49	33	2
50	16	14
50	23	1
51	32	239
52	15	57
52	13	24
53	29	117
53	16	23
54	36	10
54	29	8
55	20	312
55	15	34
56	36	116
57	1	9
58	29	5
58	19	2
59	15	82
60	23	367
61	16	519
61	15	4
61	21	2
61	39	1
62	15	44
63	16	43
63	15	2
64	13	28
64	1	1
65	36	132
65	16	12
66	32	449
66	15	95
67	15	52
67	25	22
68	36	175
68	15	13
69	17	40
69	16	13
69	2	1
70	15	39
70	13	16
71	16	78
71	36	41
72	15	167
72	32	1
73	32	100
73	2	3
74	1	17
74	36	9
75	15	187
76	36	137
77	31	26
77	37	2
77	35	2
78	40	12
79	6	12
79	31	9
79	24	1
80	40	15
81	3	127
82	8	682
82	3	280
82	28	1
83	17	55
84	25	96
85	40	6
85	3	6
85	10	4
86	40	409
86	3	353
86	19	1
87	40	8
88	3	513
89	3	6
90	40	123
90	3	31
90	29	1
91	3	211
91	38	152
92	29	9
93	30	5
93	2	1
94	24	199
94	11	1
95	39	20
96	29	158
97	28	64
97	29	35
97	16	1
98	28	157
98	29	38
98	15	4
99	28	171
100	1	469
100	28	51
100	29	17
100	19	1
101	20	93
101	29	61
101	1	1
102	6	38
102	29	13
102	19	8
103	39	2
104	22	138
104	1	89
104	36	1
105	1	63
105	35	4
105	29	2
105	7	1
106	1	9
106	11	1
107	1	331
107	4	1
108	35	7
109	26	4
110	19	4
110	13	3
110	20	1
110	1	1
111	39	6
111	31	4
112	31	14
113	31	21
114	31	14
115	31	52
115	40	6
115	3	1
116	31	52
116	26	6
116	7	2
117	31	13
118	15	38
119	29	7
120	6	337
120	3	23
121	33	451
121	37	2
