5	1350.01047832323628959053
10	1071.24977574450381162483
15	904.13009401859521685331
20	862.60954249615701820978
25	790.58776685674571360792
30	742.51536654983996094814
35	723.55327185951064812629
40	714.45053255751196794731
45	697.68878510431656111422
50	679.05908243163191971550
55	707.74701795510712058422
60	696.33800584350692673563
65	696.96982548628165129582
70	705.54650792611651866940
75	705.22070844667046344623
80	729.72738262498837050409
85	739.31550712755353786484
90	762.88155202169317886361
95	716.98186016728892159221
100	749.70140547259774684548
