1	31	97
1	27	1
2	6	68
2	31	16
2	47	4
3	31	86
3	21	3
3	20	1
4	22	450
5	21	87
6	48	57
6	38	15
6	23	3
6	42	1
7	48	37
8	5	415
8	10	1
9	6	61
9	5	13
10	48	97
10	49	10
11	48	53
11	38	1
11	22	1
12	2	917
13	6	60
14	1	174
15	30	529
15	13	3
16	34	63
17	6	77
18	49	9
18	2	1
19	34	37
19	17	11
20	49	22
20	17	9
20	15	1
21	17	223
21	35	15
22	3	364
22	12	119
22	6	62
23	49	24
23	17	11
23	10	2
24	34	13
24	13	12
25	35	127
26	50	53
26	48	40
27	48	10
28	32	587
28	26	75
28	33	6
29	48	27
29	23	5
30	48	12
31	48	10
32	48	106
32	35	19
32	30	3
32	50	2
32	1	1
33	39	721
33	44	27
34	6	26
35	5	726
35	6	41
35	38	1
36	6	26
37	6	135
37	5	12
37	16	3
38	38	372
38	4	14
38	48	11
38	46	1
39	33	28
39	36	2
40	33	415
40	6	44
41	50	153
42	39	160
42	34	17
43	34	244
44	20	26
44	34	7
45	23	31
46	23	7
47	23	7
48	23	4
48	50	2
49	4	2
50	7	46
51	23	30
51	48	1
51	15	1
52	24	340
53	18	15
54	18	85
55	11	15
56	25	15
57	25	87
57	18	66
58	46	15
59	12	239
60	49	41
60	13	40
61	8	124
61	46	16
62	11	17
62	15	1
63	10	319
63	9	28
63	35	2
64	15	116
65	15	9
66	17	7
67	49	39
67	35	24
67	13	20
68	47	371
69	46	517
69	49	9
70	49	44
71	46	45
72	13	29
73	15	152
74	12	438
74	49	109
75	13	36
75	49	35
75	14	3
76	15	144
76	27	30
76	49	14
77	25	52
77	13	2
78	49	28
78	13	27
79	10	83
79	15	36
80	49	168
81	12	102
81	31	1
82	27	20
82	15	6
83	49	184
84	15	137
85	18	22
85	25	8
86	45	12
87	25	22
88	45	15
89	26	127
89	23	7
89	42	1
90	19	646
90	26	315
90	34	2
91	25	55
92	37	96
93	45	15
93	21	1
94	45	482
94	26	194
94	35	44
94	42	40
94	13	1
95	45	8
96	14	61
96	48	19
97	42	293
97	26	217
97	25	1
98	25	6
99	45	139
99	48	16
100	26	361
100	48	1
100	42	1
101	48	9
102	18	6
103	23	328
103	26	18
104	20	20
105	11	124
105	48	33
105	17	1
106	11	97
106	8	3
107	28	16
108	11	138
108	28	61
109	28	548
110	28	147
111	28	160
111	11	3
112	27	392
112	11	45
112	12	1
113	9	127
113	48	28
114	48	59
115	20	2
116	36	211
116	43	17
117	43	69
117	40	1
118	43	9
118	7	1
119	43	219
119	27	113
120	33	7
121	18	82
122	18	84
123	16	4
124	49	5
124	17	4
125	44	5
125	20	5
126	44	14
127	44	21
128	44	14
129	44	44
129	45	15
130	44	60
131	44	13
132	35	38
133	18	7
134	4	353
134	48	15
135	18	11
135	30	1
136	24	139
137	18	7
138	11	15
139	25	15
140	25	90
140	18	62
140	19	1
140	4	1
141	10	143
141	49	3
141	34	2
141	26	1
142	11	6
142	42	1
143	49	39
144	25	53
144	11	1
145	10	91
146	49	93
146	42	22
147	18	7
147	25	3
148	45	12
149	25	12
150	45	8
151	26	154
152	25	55
153	37	96
154	45	14
154	25	1
155	45	8
156	42	238
156	26	218
156	48	1
157	25	6
158	45	125
159	48	7
159	42	1
160	18	5
161	48	59
162	20	2
163	16	4
164	49	4
164	17	4
165	44	17
166	44	24
167	44	14
168	45	12
168	44	11
169	44	42
170	44	14
171	18	7
172	48	54
172	45	2
173	22	459
173	49	1
